14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
14-33-132-031-0000,2007,N,LINCOLN,AVE,120,43,LINCOLN PARK,PD 95,NOT IN TIF,"2007 N LINCOLN AVE
CHICAGO, IL
(41.918705, -87.639289)"
14-33-313-063-0000,1616,N,BURLING,ST,2682,2,LINCOLN PARK,RM-4.5,NOT IN TIF,"1616 N BURLING ST
CHICAGO, IL
(41.911415, -87.647048)"
14-33-318-055-0000,514,W,EUGENIE,ST,1739,43,LINCOLN PARK,RM-5,NOT IN TIF,"514 W EUGENIE ST
CHICAGO, IL
(41.912828, -87.641658)"
14-33-403-005-0000,1932,N,LINCOLN,PK,3663,43,LINCOLN PARK,T,NOT IN TIF,"1932 N LINCOLN PK
CHICAGO, IL
(41.917316, -87.636409)"
14-33-413-012-0000,213,W,MENOMONEE,ST,2669,43,LINCOLN PARK,RM-5,NOT IN TIF,"213 W MENOMONEE ST
CHICAGO, IL
(41.914763, -87.635436)"
14-33-413-025-0000,214,W,WILLOW,ST,2958,43,LINCOLN PARK,RM-5,NOT IN TIF,"214 W WILLOW ST
CHICAGO, IL
(41.914167, -87.635794)"
14-33-422-054-0000,218,W,NORTH,AVE,854,2,LINCOLN PARK,PD 89,NOT IN TIF,"218 W NORTH AVE
CHICAGO, IL
(41.911195, -87.633037)"
14-33-422-055-0000,216,W,NORTH,AVE,854,2,LINCOLN PARK,PD 89,NOT IN TIF,"216 W NORTH AVE
CHICAGO, IL
(41.911218, -87.635441)"
16-01-215-015-0000,1421,N,ARTESIAN,AVE,3177,1,WEST TOWN,RT-4,NOT IN TIF,"1421 N ARTESIAN AVE
CHICAGO, IL
(41.90744, -87.688362)"
16-01-227-028-0000,1226,N,CAMPBELL,AVE,3045,26,WEST TOWN,RS-3,NOT IN TIF,"1226 N CAMPBELL AVE
CHICAGO, IL
(41.903876, -87.689508)"
16-01-231-022-0000,1224,N,ROCKWELL,ST,2283,26,WEST TOWN,RS-3,NOT IN TIF,"1224 N ROCKWELL ST
CHICAGO, IL
(41.903834, -87.691959)"
16-01-231-037-0000,2626,W,DIVISION,,3056,26,WEST TOWN,B1-1,Humboldt Park,"2626 W DIVISION
CHICAGO, IL
(41.902982, -87.692593)"
16-01-231-054-0000,2635,W,CRYSTAL,ST,639,26,WEST TOWN,RS-3,NOT IN TIF,"2635 W CRYSTAL ST
CHICAGO, IL
(41.903894, -87.693341)"
16-01-318-009-0000,892,N,SACRAMENTO,AVE,3796,26,HUMBOLDT PARK,RS-3/M1-2,Kinzie Industrial Corridor,"892 N SACRAMENTO AVE
CHICAGO, IL
"
16-01-402-011-0000,2535,W,DIVISION,,3039,26,WEST TOWN,B1-1,Humboldt Park,"2535 W DIVISION
CHICAGO, IL
(41.903004, -87.690789)"
16-01-402-012-0000,2535,W,DIVISION,,3037,26,WEST TOWN,B1-1,Humboldt Park,"2535 W DIVISION
CHICAGO, IL
(41.903004, -87.690789)"
16-01-402-017-0000,2521,W,DIVISION,,3162,26,WEST TOWN,B1-1,Humboldt Park,"2521 W DIVISION
CHICAGO, IL
(41.903008, -87.690341)"
16-01-402-018-0000,2519,W,DIVISION,,3053,26,WEST TOWN,B1-1,Humboldt Park,"2519 W DIVISION
CHICAGO, IL
(41.903009, -87.690247)"
16-01-413-041-0000,1024,N,ROCKWELL,ST,2048,26,WEST TOWN,RT-4,NOT IN TIF,"1024 N ROCKWELL ST
CHICAGO, IL
(41.900069, -87.691908)"
16-02-100-001-0000,3939,W,NORTH AV,AVE,690,26,HUMBOLDT PARK,PD 1205,Pulaski Industrial Corridor,"3939 W NORTH AV AVE
CHICAGO, IL
"
16-02-100-002-0000,3939,W,NORTH AV,AVE,11487,26,HUMBOLDT PARK,PD 1205,Pulaski Industrial Corridor,"3939 W NORTH AV AVE
CHICAGO, IL
"
16-02-100-003-0000,3939,W,NORTH AV,AVE,6000,26,HUMBOLDT PARK,PD 1205,Pulaski Industrial Corridor,"3939 W NORTH AV AVE
CHICAGO, IL
"
16-02-100-004-0000,3939,W,NORTH AV,AVE,5999,26,HUMBOLDT PARK,PD 1205,Pulaski Industrial Corridor,"3939 W NORTH AV AVE
CHICAGO, IL
"
16-02-105-008-0000,3724,W,LE MOYNE,ST,3089,26,HUMBOLDT PARK,RS-3,NOT IN TIF,"3724 W LE MOYNE ST
CHICAGO, IL
(41.908154, -87.720227)"
16-02-118-038-0000,3808,W,GRAND,AVE,3001,26,HUMBOLDT PARK,B3-1,Pulaski Industrial Corridor,"3808 W GRAND AVE
CHICAGO, IL
(41.904425, -87.721968)"
16-02-122-010-0000,1315,N,MONTICELLO,,8784,26,HUMBOLDT PARK,RS-3,NOT IN TIF,"1315 N MONTICELLO
CHICAGO, IL
(41.904857, -87.717857)"
16-02-129-003-0000,3732,W,GRAND,AVE,3662,26,HUMBOLDT PARK,B3-1,Division/Homan,"3732 W GRAND AVE
CHICAGO, IL
(41.904037, -87.721002)"
16-02-207-012-0000,3256,W,LE MOYNE,ST,4138,26,HUMBOLDT PARK,RS-3,NOT IN TIF,"3256 W LE MOYNE ST
CHICAGO, IL
(41.908274, -87.709024)"
16-02-228-015-0000,3221,W,CRYSTAL,ST,3100,26,HUMBOLDT PARK,RS-3,NOT IN TIF,"3221 W CRYSTAL ST
CHICAGO, IL
(41.903752, -87.707675)"
16-02-228-023-0000,3244,W,DIVISION,ST,3099,26,HUMBOLDT PARK,B3-3,Division/Homan,"3244 W DIVISION ST
CHICAGO, IL
(41.90283, -87.708558)"
16-02-228-040-0000,3200,W,DIVISION,,4230,26,HUMBOLDT PARK,B1-3,Division/Homan,"3200 W DIVISION
CHICAGO, IL
(41.902843, -87.706803)"
16-02-228-041-0000,3227,W,CRYSTAL,ST,4651,26,HUMBOLDT PARK,RS-3,NOT IN TIF,"3227 W CRYSTAL ST
CHICAGO, IL
(41.903749, -87.707912)"
16-02-300-018-0000,1101,N,PULASKI,RD,4129,37,HUMBOLDT PARK,B3-1,Chicago/Central Park,"1101 N PULASKI RD
CHICAGO, IL
(41.901006, -87.726249)"
16-02-300-031-0000,1108,N,HARDING,AVE,3121,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1108 N HARDING AVE
CHICAGO, IL
(41.901245, -87.725035)"
16-02-301-009-0000,3905,W,DIVISION,ST,3126,37,HUMBOLDT PARK,B3-1,Chicago/Central Park,"3905 W DIVISION ST
CHICAGO, IL
(41.902718, -87.724137)"
16-02-302-008-0000,3833,W,DIVISION,ST,4808,37,HUMBOLDT PARK,B3-1,Chicago/Central Park,"3833 W DIVISION ST
CHICAGO, IL
(41.902731, -87.722696)"
16-02-303-026-0000,1136,N,HAMLIN,AVE,3119,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1136 N HAMLIN AVE
CHICAGO, IL
(41.902043, -87.721412)"
16-02-303-037-0000,3802,W,THOMAS,ST,6668,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"3802 W THOMAS ST
CHICAGO, IL
(41.900912, -87.721725)"
16-02-304-001-0000,3759,W,DIVISION,ST,3127,27,HUMBOLDT PARK,B3-1,Chicago/Central Park,"3759 W DIVISION ST
CHICAGO, IL
(41.902742, -87.721236)"
16-02-304-015-0000,1131,N,HAMLIN,AVE,3118,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1131 N HAMLIN AVE
CHICAGO, IL
(41.901857, -87.721405)"
16-02-306-038-0000,1128,N,MONTICELLO,AVE,6304,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1128 N MONTICELLO AVE
CHICAGO, IL
(41.901843, -87.717758)"
16-02-309-032-0000,1004,N,HARDING,,3128,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1004 N HARDING
CHICAGO, IL
(41.899142, -87.724959)"
16-02-310-001-0000,1055,N,HARDING,AVE,8885,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1055 N HARDING AVE
CHICAGO, IL
(41.900668, -87.72501)"
16-02-311-021-0000,3845,W,THOMAS,ST,6163,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"3845 W THOMAS ST
CHICAGO, IL
(41.900907, -87.722223)"
16-02-311-040-0000,1000,N,AVERS,AVE,3125,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1000 N AVERS AVE
CHICAGO, IL
(41.89922, -87.722546)"
16-02-312-022-0000,1001,N,AVERS,AVE,3121,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1001 N AVERS AVE
CHICAGO, IL
(41.899226, -87.722546)"
16-02-313-011-0000,1031,N,HAMLIN,AVE,6245,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1031 N HAMLIN AVE
CHICAGO, IL
(41.900075, -87.721343)"
16-02-313-036-0000,1024,N,RIDGEWAY,AVE,3123,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1024 N RIDGEWAY AVE
CHICAGO, IL
(41.899842, -87.720129)"
16-02-313-037-0000,1020,N,RIDGEWAY,AVE,3124,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1020 N RIDGEWAY AVE
CHICAGO, IL
(41.899771, -87.720127)"
16-02-313-044-0000,1000,N,RIDGEWAY,AVE,5630,27,HUMBOLDT PARK,B1-2,Chicago/Central Park,"1000 N RIDGEWAY AVE
CHICAGO, IL
(41.899097, -87.72011)"
16-02-314-026-0000,1042,N,LAWNDALE,AVE,4688,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1042 N LAWNDALE AVE
CHICAGO, IL
(41.899889, -87.718902)"
16-02-315-030-0000,1028,N,MONTICELLO,,5062,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1028 N MONTICELLO
CHICAGO, IL
(41.899638, -87.717686)"
16-02-316-001-0000,1059,N,MONTICELLO,AVE,2847,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"1059 N MONTICELLO AVE
CHICAGO, IL
(41.900762, -87.717722)"
16-02-317-040-0000,916,N,HARDING,AVE,4688,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"916 N HARDING AVE
CHICAGO, IL
(41.89777, -87.724935)"
16-02-318-036-0000,926,N,SPRINGFIELD,AVE,3140,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"926 N SPRINGFIELD AVE
CHICAGO, IL
(41.898045, -87.723724)"
16-02-320-018-0000,954,N,HAMLIN,AVE,3120,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"954 N HAMLIN AVE
CHICAGO, IL
(41.898887, -87.721299)"
16-02-321-013-0000,929,N,HAMLIN,,3125,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"929 N HAMLIN
CHICAGO, IL
(41.89779, -87.721275)"
16-02-321-046-0000,,,,,3132,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,
16-02-324-001-0000,959,N,MONTICELLO,AVE,6105,27,HUMBOLDT PARK,B1-1,Chicago/Central Park,"959 N MONTICELLO AVE
CHICAGO, IL
(41.898922, -87.717661)"
16-02-325-033-0000,820,N,HARDING,AVE,3139,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"820 N HARDING AVE
CHICAGO, IL
(41.896061, -87.724882)"
16-02-325-041-0000,3938,W,CHICAGO,AVE,3011,37,HUMBOLDT PARK,B3-1,Northwest Industrial Corridor,"3938 W CHICAGO AVE
CHICAGO, IL
(41.895408, -87.725203)"
16-02-325-043-0000,3934,W,CHICAGO,AVE,3138,37,HUMBOLDT PARK,B3-1,Northwest Industrial Corridor,"3934 W CHICAGO AVE
CHICAGO, IL
(41.89541, -87.725027)"
16-02-325-044-0000,815,N,PULASKI,RD,9396,37,HUMBOLDT PARK,B3-1,Chicago/Central Park,"815 N PULASKI RD
CHICAGO, IL
(41.896001, -87.7261)"
16-02-326-008-0000,839,N,HARDING,,3151,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"839 N HARDING
CHICAGO, IL
(41.896223, -87.724888)"
16-02-326-015-0000,823,N,HARDING,AVE,3151,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"823 N HARDING AVE
CHICAGO, IL
(41.896123, -87.724884)"
16-02-326-016-0000,821,N,HARDING,AVE,3151,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"821 N HARDING AVE
CHICAGO, IL
(41.89614, -87.724885)"
16-02-326-017-0000,817,N,HARDING,AVE,3151,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"817 N HARDING AVE
CHICAGO, IL
(41.896012, -87.724881)"
16-02-326-039-0000,3912,W,CHICAGO,AVE,3004,37,HUMBOLDT PARK,B3-1,Chicago/Central Park,"3912 W CHICAGO AVE
CHICAGO, IL
(41.895417, -87.724263)"
16-02-327-009-0000,835,N,SPRINGFIELD,AVE,3136,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"835 N SPRINGFIELD AVE
CHICAGO, IL
(41.896512, -87.72368)"
16-02-327-024-0000,836,N,AVERS,AVE,4706,37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"836 N AVERS AVE
CHICAGO, IL
(41.89659, -87.722449)"
16-02-327-044-0000,3856,W,CHICAGO,AVE,5425,37,HUMBOLDT PARK,B3-1,Chicago/Central Park,"3856 W CHICAGO AVE
CHICAGO, IL
(41.895431, -87.722885)"
16-02-328-031-0000,3822,W,CHICAGO,AVE,6170,27,HUMBOLDT PARK,B3-2,Chicago/Central Park,"3822 W CHICAGO AVE
CHICAGO, IL
(41.895438, -87.722181)"
16-02-328-035-0000,3812,W,CHICAGO,AVE,4530,27,HUMBOLDT PARK,B3-2,Chicago/Central Park,"3812 W CHICAGO AVE
CHICAGO, IL
(41.895443, -87.72176)"
16-02-328-037-0000,3802,W,CHICAGO,AVE,6036,27,HUMBOLDT PARK,B3-2,Chicago/Central Park,"3802 W CHICAGO AVE
CHICAGO, IL
(41.895445, -87.721517)"
16-02-328-038-0000,810,N.,HAMLIN,AVE,3128,27,HUMBOLDT PARK,B3-2,Chicago/Central Park,"810 N HAMLIN AVE
CHICAGO, IL
(41.895899, -87.721211)"
16-02-329-005-0000,847,N,HAMLIN,AVE,3121,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"847 N HAMLIN AVE
CHICAGO, IL
(41.896908, -87.721242)"
16-02-329-019-0000,856,N,RIDGEWAY,AVE,6433,27,HUMBOLDT PARK,RM-5,Chicago/Central Park,"856 N RIDGEWAY AVE
CHICAGO, IL
(41.896818, -87.720018)"
16-02-329-040-0000,3746,W,CHICAGO,AVE,5981,27,HUMBOLDT PARK,B3-2,Chicago/Central Park,"3746 W CHICAGO AVE
CHICAGO, IL
(41.895455, -87.720577)"
16-02-329-045-0000,3732,W,CHICAGO,AVE,3138,27,HUMBOLDT PARK,B3-2,Chicago/Central Park,"3732 W CHICAGO AVE
CHICAGO, IL
(41.895461, -87.720008)"
16-02-329-046-0000,835,N,HAMLIN,AVE,6226,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"835 N HAMLIN AVE
CHICAGO, IL
(41.8966, -87.721232)"
16-02-329-047-0000,852,N,RIDGEWAY,AVE,6271,27,HUMBOLDT PARK,RM-5,Chicago/Central Park,"852 N RIDGEWAY AVE
CHICAGO, IL
(41.896773, -87.720017)"
16-02-330-002-0000,855,N,RIDGEWAY,AVE,3097,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"855 N RIDGEWAY AVE
CHICAGO, IL
(41.897098, -87.720027)"
16-02-330-025-0000,842,N,LAWNDALE,AVE,3150,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"842 N LAWNDALE AVE
CHICAGO, IL
(41.896747, -87.718799)"
16-02-330-027-0000,836,N,LAWNDALE,AVE,3149,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"836 N LAWNDALE AVE
CHICAGO, IL
(41.896594, -87.718793)"
16-02-330-029-0000,832,N,LAWNDALE,AVE,3153,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"832 N LAWNDALE AVE
CHICAGO, IL
(41.896458, -87.718788)"
16-02-330-030-0000,830,N,LAWNDALE,AVE,3151,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"830 N LAWNDALE AVE
CHICAGO, IL
(41.896404, -87.718786)"
16-02-330-039-0000,3720,W,CHICAGO,AVE,2998,27,HUMBOLDT PARK,B3-2,Chicago/Central Park,"3720 W CHICAGO AVE
CHICAGO, IL
(41.895463, -87.719586)"
16-02-330-041-0000,3714,W,CHICAGO,AVE,2998,27,HUMBOLDT PARK,B3-2,Chicago/Central Park,"3714 W CHICAGO AVE
CHICAGO, IL
(41.895464, -87.719405)"
16-02-330-042-0000,3714,W,CHICAGO,AVE,2995,27,HUMBOLDT PARK,B3-2,Chicago/Central Park,"3714 W CHICAGO AVE
CHICAGO, IL
(41.895464, -87.719405)"
16-02-330-044-0000,3700,W,CHICAGO,AVE,6123,27,HUMBOLDT PARK,B3-2,Chicago/Central Park,"3700 W CHICAGO AVE
CHICAGO, IL
(41.895467, -87.718923)"
16-02-331-035-0000,3658,W,CHICAGO,AVE,3143,27,HUMBOLDT PARK,B3-2,Chicago/Central Park,"3658 W CHICAGO AVE
CHICAGO, IL
(41.89547, -87.718544)"
16-02-332-020-0000,844,N,CENTRAL,AVE,5701,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"844 N CENTRAL AVE
CHICAGO, IL
(41.895898, -87.765432)"
16-02-402-017-0000,3544,W,THOMAS,ST,4214,27,HUMBOLDT PARK,RS-3,Division/Homan,"3544 W THOMAS ST
CHICAGO, IL
(41.900944, -87.715565)"
16-02-402-020-0000,3536,W,THOMAS,ST,3169,27,HUMBOLDT PARK,RS-3,Division/Homan,"3536 W THOMAS ST
CHICAGO, IL
(41.900944, -87.715758)"
16-02-408-032-0000,1144,N,CHRISTIANA,AVE,2554,26,HUMBOLDT PARK,RS-3,Division/Homan,"1144 N CHRISTIANA AVE
CHICAGO, IL
(41.901971, -87.710636)"
16-02-408-033-0000,1142,N,CHRISTIANA,,2555,26,HUMBOLDT PARK,RS-3,Division/Homan,"1142 N CHRISTIANA
CHICAGO, IL
(41.90194, -87.710636)"
16-02-408-034-0000,1138,N,CHRISTIANA,,2556,26,HUMBOLDT PARK,RS-3,Division/Homan,"1138 N CHRISTIANA
CHICAGO, IL
(41.901878, -87.710637)"
16-02-408-041-0000,1122,N,CHRISTIANA,AVE,2550,26,HUMBOLDT PARK,RS-3,Division/Homan,"1122 N CHRISTIANA AVE
CHICAGO, IL
(41.901586, -87.710633)"
16-02-415-008-0000,937,N,CENTRAL,AVE,3498,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"937 N CENTRAL AVE
CHICAGO, IL
(41.897682, -87.765499)"
16-02-416-007-0000,939,N,DRAKE,AVE,3748,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"939 N DRAKE AVE
CHICAGO, IL
(41.898513, -87.715197)"
16-02-417-047-0000,900,N,TRUMBULL,AVE,2987,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"900 N TRUMBULL AVE
CHICAGO, IL
(41.897511, -87.712725)"
16-02-419-016-0000,856,N,DRAKE,AVE,3169,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"856 N DRAKE AVE
CHICAGO, IL
(41.89725, -87.715143)"
16-02-420-032-0000,824,N,ST LOUIS,AVE,3130,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"824 N ST LOUIS AVE
CHICAGO, IL
(41.896338, -87.713931)"
16-02-420-038-0000,3522,W,CHICAGO,AVE,3132,27,HUMBOLDT PARK,B3-1,Chicago/Central Park,"3522 W CHICAGO AVE
CHICAGO, IL
(41.895504, -87.714847)"
16-02-420-040-0000,3516,W,CHICAGO,AVE,3132,27,HUMBOLDT PARK,B3-1,Chicago/Central Park,"3516 W CHICAGO AVE
CHICAGO, IL
(41.895507, -87.714663)"
16-02-421-016-0000,821,N,ST LOUIS,AVE,3116,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"821 N ST LOUIS AVE
CHICAGO, IL
(41.89619, -87.713926)"
16-02-421-018-0000,815,N,ST LOUIS,AVE,3116,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"815 N ST LOUIS AVE
CHICAGO, IL
(41.895773, -87.713913)"
16-02-423-002-0000,957,N,HOMAN,AVE,2968,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"957 N HOMAN AVE
CHICAGO, IL
(41.898983, -87.711576)"
16-02-423-021-0000,943,N,HOMAN,AVE,2631,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"943 N HOMAN AVE
CHICAGO, IL
(41.898601, -87.711561)"
16-02-424-001-0000,925,N,HOMAN,AV,3124,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"925 N HOMAN AV
CHICAGO, IL
(41.898158, -87.711544)"
16-02-425-005-0000,847,N,HOMAN,AVE,3007,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"847 N HOMAN AVE
CHICAGO, IL
(41.89694, -87.711508)"
16-02-425-007-0000,843,N,HOMAN,AVE,3009,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"843 N HOMAN AVE
CHICAGO, IL
(41.896869, -87.711507)"
16-02-425-014-0000,3343,W,IOWA,,3129,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"3343 W IOWA
CHICAGO, IL
(41.897346, -87.710616)"
16-02-426-009-0000,3344,W,CHICAGO,AVE,2953,27,HUMBOLDT PARK,C1-1,Chicago/Central Park,"3344 W CHICAGO AVE
CHICAGO, IL
(41.895535, -87.710646)"
16-02-426-010-0000,3342,W,CHICAGO,AVE,2955,27,HUMBOLDT PARK,C1-1,Chicago/Central Park,"3342 W CHICAGO AVE
CHICAGO, IL
(41.895535, -87.710479)"
16-02-427-023-0000,842,N,CHRISTIANA,AVE,3786,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"842 N CHRISTIANA AVE
CHICAGO, IL
(41.896776, -87.709955)"
16-02-427-024-0000,838,N,CHRISTIANA,AVE,3786,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"838 N CHRISTIANA AVE
CHICAGO, IL
(41.896673, -87.709954)"
16-02-427-027-0000,830,N,CHRISTIANA,AVE,2526,27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"830 N CHRISTIANA AVE
CHICAGO, IL
(41.896411, -87.70995)"
16-03-220-037-0000,4306,W,KAMERLING,AVE,4138,26,HUMBOLDT PARK,RS-3,NOT IN TIF,"4306 W KAMERLING AVE
CHICAGO, IL
(41.905284, -87.734085)"
16-03-230-002-0000,4155,W,POTOMAC,AVE,3059,37,HUMBOLDT PARK,RS-3,NOT IN TIF,"4155 W POTOMAC AVE
CHICAGO, IL
(41.904428, -87.731004)"
16-03-307-001-0000,1057,N,KILBOURN,AVE,3714,37,HUMBOLDT PARK,RS-3,NOT IN TIF,"1057 N KILBOURN AVE
CHICAGO, IL
(41.900387, -87.738542)"
16-03-317-001-0000,4431,W,AUGUSTA,BLVD,36818,37,HUMBOLDT PARK,POS-2,NOT IN TIF,"4431 W AUGUSTA BLVD
CHICAGO, IL
(41.898877, -87.736838)"
16-03-319-004-0000,4451,W,IOWA,ST,3717,37,HUMBOLDT PARK,RS-3,NOT IN TIF,"4451 W IOWA ST
CHICAGO, IL
(41.897026, -87.737977)"
16-03-408-034-0000,4316,W,CORTEZ,ST,3145,37,HUMBOLDT PARK,RS-3,NOT IN TIF,"4316 W CORTEZ ST
CHICAGO, IL
(41.899824, -87.734304)"
16-03-419-020-0000,4209,W,WALTON,ST,3018,37,HUMBOLDT PARK,RS-3,NOT IN TIF,"4209 W WALTON ST
CHICAGO, IL
(41.898017, -87.731563)"
16-03-429-031-0000,4116,W,CHICAGO,AVE,3903,37,HUMBOLDT PARK,M1-1,Northwest Industrial Corridor,"4116 W CHICAGO AVE
CHICAGO, IL
(41.895339, -87.7293)"
16-03-429-032-0000,4116,W,CHICAGO,AVE,2793,37,HUMBOLDT PARK,M1-1,Northwest Industrial Corridor,"4116 W CHICAGO AVE
CHICAGO, IL
(41.895339, -87.7293)"
16-03-429-033-0000,4120,W,CHICAGO,AVE,2791,37,HUMBOLDT PARK,M1-1,Northwest Industrial Corridor,"4120 W CHICAGO AVE
CHICAGO, IL
(41.895336, -87.729396)"
16-03-429-034-0000,4120,W,CHICAGO,AVE,2791,37,HUMBOLDT PARK,M1-1,Northwest Industrial Corridor,"4120 W CHICAGO AVE
CHICAGO, IL
(41.895336, -87.729396)"
16-03-430-028-0000,824,N,KEYSTONE,AVE,3683,37,HUMBOLDT PARK,RS-3,NOT IN TIF,"824 N KEYSTONE AVE
CHICAGO, IL
(41.896156, -87.727333)"
16-04-130-043-0000,1200,N,LONG,AVE,5894,37,AUSTIN,B3-1,Austin Commercial,"1200 N LONG AVE
CHICAGO, IL
(41.902472, -87.76098)"
16-04-220-001-0000,1249,N,LAVERGNE,,6431,37,AUSTIN,RS-3,NOT IN TIF,"1249 N LAVERGNE
CHICAGO, IL
(41.90404, -87.750905)"
16-04-301-015-0000,5425,W,DIVISION,ST,3755,37,AUSTIN,B3-1,Austin Commercial,"5425 W DIVISION ST
CHICAGO, IL
(41.902205, -87.761966)"
16-04-305-012-0000,1121,N,LOREL,AVE,4467,37,AUSTIN,RS-2,NOT IN TIF,"1121 N LOREL AVE
CHICAGO, IL
(41.90108, -87.759482)"
16-04-313-023-0000,1040,N,LOCKWOOD,AVE,4478,37,AUSTIN,RS-2,NOT IN TIF,"1040 N LOCKWOOD AVE
CHICAGO, IL
(41.899815, -87.758175)"
16-04-321-022-0000,942,N,LOCKWOOD,AVE,4431,37,AUSTIN,RS-2,NOT IN TIF,"942 N LOCKWOOD AVE
CHICAGO, IL
(41.898019, -87.758131)"
16-04-324-004-0000,843,N,CENTRAL,AVE,6249,37,AUSTIN,RS-3,Austin Commercial,"843 N CENTRAL AVE
CHICAGO, IL
(41.896138, -87.76544)"
16-04-325-008-0000,5449,W,IOWA,ST,6275,37,AUSTIN,RS-2,NOT IN TIF,"5449 W IOWA ST
CHICAGO, IL
(41.896708, -87.762613)"
16-04-326-010-0000,822,N,PINE,AVE,2432,37,AUSTIN,RS-3,NOT IN TIF,"822 N PINE AVE
CHICAGO, IL
(41.895585, -87.763587)"
16-04-400-008-0000,5137,W,DIVISION,ST,2508,37,AUSTIN,B3-1,Austin Commercial,"5137 W DIVISION ST
CHICAGO, IL
(41.902281, -87.754868)"
16-04-400-042-0000,5139,W,DIVISION,,1256,37,AUSTIN,B3-1,Austin Commercial,"5139 W DIVISION
CHICAGO, IL
(41.902283, -87.754709)"
16-04-411-026-0000,4930,W,CORTEZ,ST,4426,37,AUSTIN,RS-3,NOT IN TIF,"4930 W CORTEZ ST
CHICAGO, IL
(41.899575, -87.749628)"
16-04-412-025-0000,4826,W,CORTEZ,ST,3159,37,AUSTIN,RS-3,NOT IN TIF,"4826 W CORTEZ ST
CHICAGO, IL
(41.899577, -87.746973)"
16-04-414-027-0000,1024,N,CICERO,AVE,2743,37,AUSTIN,C1-1,Northwest Industrial Corridor,"1024 N CICERO AVE
CHICAGO, IL
(41.899472, -87.745903)"
16-04-414-028-0000,1020,N,CICERO,AVE,3138,37,AUSTIN,C1-1,Northwest Industrial Corridor,"1020 N CICERO AVE
CHICAGO, IL
(41.899334, -87.7459)"
16-04-414-029-0000,1020,N,CICERO,AVE,3137,37,AUSTIN,C1-1,Northwest Industrial Corridor,"1020 N CICERO AVE
CHICAGO, IL
(41.899334, -87.7459)"
16-04-414-037-0000,4852,W,AUGUSTA,BLVD,4054,37,AUSTIN,RS-3,NOT IN TIF,"4852 W AUGUSTA BLVD
CHICAGO, IL
(41.898688, -87.747939)"
16-04-415-038-0000,908,N,LEAMINGTON,AVE,4703,37,AUSTIN,RS-3,NOT IN TIF,"908 N LEAMINGTON AVE
CHICAGO, IL
(41.897104, -87.754433)"
